SPECTRUM DATA FILE
SpectrumCount:	2
PixelCount:	2500
UserName:	XCS Laser
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	Broadcom
DeviceSerialNo:	21444

Name:	last spectrum	last spectrum
Date:	2020-11-23T16:39:45.7650000-08:00	2020-11-23T16:52:36.9100000-08:00
ExposureTime:	0.1	0.1
TemporalAvg:	1	1
IntensityUnit:	normalizedCounts	normalizedCounts
CCDLoadLevel:	0.5133696	0.4760772
Temperature:	25.77332	26.1875
DiagramColor:	200	16711680
ProcessingSteps:	847	847

Wavelength [nm]	Intensity1	Intensity2
347.1858	0.4095415	1.056159
347.5251	0.04972467	0.3531419
347.8643	0.003066459	-0.1240527
348.2035	0.2768299	-0.3477419
348.5427	0.7193869	-0.7487092
348.8819	0.7705883	-0.7708523
349.2211	0.7439887	-0.7981493
349.5603	-0.1725715	-0.6436324
349.8994	0.2098014	-0.1599275
350.2386	1.030356	0.03032867
350.5778	1.6257	0.1356358
350.9169	0.6373252	0.3233639
351.256	0.505887	0.3164771
351.5952	1.091831	-0.3672766
351.9343	1.086361	-0.5028518
352.2734	0.8698171	0.03640273
352.6125	0.5417929	-0.2816289
352.9515	1.114003	-0.44237
353.2906	1.459266	-0.6777722
353.6297	1.079469	-0.8955332
353.9688	-0.1461402	-1.121844
354.3078	-0.9794347	-0.5179656
354.6469	-0.4227034	0.3004023
354.9859	-0.03554012	0.018832
355.3249	-0.2967337	-0.727061
355.6639	-1.184669	-1.456451
356.0029	-0.3609749	-0.9355356
356.3419	0.1828105	-0.3608848
356.6809	-0.2904295	-0.03091964
357.0199	-0.627526	-0.4474449
357.3589	-0.3201524	-0.2020015
357.6978	-0.7450923	0.08966548
358.0367	-1.401511	0.8279819
358.3757	-0.9247326	0.2445168
358.7146	-0.3170509	0.382527
359.0535	0.05691684	0.5754817
359.3925	0.1153164	1.165699
359.7314	-0.3739177	0.2156065
360.0703	-0.7160156	-0.5228973
360.4091	-0.4109679	-0.6986361
360.748	0.1381647	0.01048727
361.0869	0.45845	0.3768587
361.4257	1.046082	-0.09035019
361.7646	1.613685	-1.307257
362.1034	0.9993755	-1.208274
362.4422	0.1689771	-0.3906464
362.7811	-0.2595786	-0.7163692
363.1199	0.7396808	-1.203979
363.4587	0.4894361	-0.6792924
363.7975	0.06391709	-0.4273675
364.1362	0.1269267	-0.2614718
364.475	0.5826982	-0.01390925
364.8138	0.6112525	0.2365205
365.1525	0.4023453	-0.1828795
365.4913	1.139027	-0.7993577
365.83	0.4300746	-1.037679
366.1687	0.0006368781	0.05795405
366.5074	-0.4862581	0.747838
366.8462	-0.2446002	0.8859202
367.1848	-0.5088168	0.2857238
367.5235	-0.4084162	-0.6584857
367.8622	-0.0161878	-0.6926515
368.2009	0.6591977	0.1037311
368.5396	0.4420434	0.6902636
368.8782	-0.3040408	0.1851588
369.2168	-0.04455069	-0.3406348
369.5555	1.241706	-0.4543229
369.8941	0.8652678	0.6658089
370.2327	0.2761226	0.6443841
370.5713	-0.03077751	-0.7172155
370.9099	0.6596193	-0.7521735
371.2485	0.7672089	0.9113811
371.5871	0.9322188	0.9017441
371.9256	-0.02727798	-0.03366023
372.2642	-0.5072819	-0.6977013
372.6027	-0.1860318	0.0550603
372.9413	0.665427	0.6632381
373.2798	0.2658847	-0.2076364
373.6183	0.04041791	-0.8818367
373.9568	0.4731708	0.0989079
374.2953	0.1128911	0.4785585
374.6338	-0.5100032	-0.5465136
374.9723	-0.8224282	-1.220872
375.3108	-0.7141393	-1.246042
375.6492	-1.592977	-0.7313617
375.9877	-1.02523	-0.6475322
376.3261	-0.1533444	0.0113388
376.6646	0.8921965	0.299784
377.003	0.4397361	0.6363752
377.3414	0.6864442	-0.3652245
377.6798	-0.3395801	-0.09605776
378.0182	0.386885	0.4977474
378.3566	0.6132888	0.396708
378.6949	0.5734401	-0.2314439
379.0333	0.3830757	-0.2866728
379.3717	1.391068	-1.242233
379.71	2.081564	-0.4561197
380.0484	1.186068	0.7286235
380.3867	1.330019	1.093766
380.725	1.205101	-0.7918888
381.0633	0.512238	-0.778189
381.4016	0.2588457	-0.4659328
381.7399	0.1046969	-0.2993684
382.0782	0.09442022	-0.2110443
382.4165	-0.2578312	-0.09256613
382.7547	-0.1291194	0.4446325
383.093	0.3832729	0.729525
383.4312	1.214727	1.083862
383.7695	1.31518	-0.4638371
384.1077	0.7337619	-0.9026122
384.4459	0.9087452	-1.343222
384.7841	0.5574904	-0.7680417
385.1223	-0.2357442	-0.8064039
385.4605	-0.1402985	0.1043829
385.7987	1.045886	0.1880925
386.1368	1.672467	-0.01155482
386.475	2.0133	0.03244702
386.8131	3.143042	-0.1763313
387.1513	4.263821	-0.5437722
387.4894	4.190248	-0.5329818
387.8275	3.444635	-0.04724162
388.1656	3.063104	0.4940469
388.5037	3.217651	0.3943104
388.8418	3.978595	0.1793402
389.1799	3.401036	-0.05282306
389.518	2.549688	0.2855996
389.856	1.340791	0.775776
390.1941	1.284776	0.2155998
390.5321	1.347358	-0.2228115
390.8702	4.763187	-0.4965025
391.2082	11.06693	0.5182084
391.5462	20.74957	0.4305712
391.8842	35.24114	-1.075937
392.2222	53.23636	-1.719297
392.5602	76.43943	-1.184462
392.8982	101.4269	-1.169096
393.2361	128.0189	-1.77554
393.5741	152.329	-1.100566
393.912	177.0599	-0.8156345
394.25	203.1713	-0.3910858
394.5879	230.8502	0.2997281
394.9258	259.7675	0.3993393
395.2637	278.4178	-0.05094393
395.6016	280.6245	0.4706502
395.9395	264.1763	0.9171127
396.2774	236.3357	0.3043073
396.6152	198.2919	-0.3408945
396.9531	158.3241	0.323115
397.291	123.1317	0.3208543
397.6288	98.44171	-0.4722263
397.9666	83.36456	-0.4531937
398.3044	82.27306	1.449119
398.6422	93.92526	2.161083
398.98	121.6473	1.094182
399.3178	158.3523	1.728797
399.6556	204.9242	3.115458
399.9934	255.654	2.303975
400.3311	308.4695	4.445761
400.6689	355.1124	55.38582
401.0066	392.0313	169.4204
401.3444	424.3652	303.2888
401.6821	455.6596	408.4691
402.0198	485.8631	466.5106
402.3575	500.7572	443.997
402.6952	495.6413	339.8919
403.0329	466.0032	219.4298
403.3705	411.6317	132.7424
403.7082	345.6712	73.77938
404.0459	277.1302	34.14314
404.3835	215.3944	16.33777
404.7212	155.4571	10.22928
405.0588	108.2812	7.114721
405.3964	70.56507	3.81595
405.734	44.70557	3.018491
406.0716	27.61363	1.784141
406.4092	18.09625	1.261233
406.7467	11.39501	0.9085994
407.0843	6.147882	1.437523
407.4219	3.972991	0.6792766
407.7594	2.538605	-0.5192072
408.097	2.130877	-0.420806
408.4345	2.503464	-0.3724608
408.772	2.417167	0.06783117
409.1095	2.062197	-0.3579658
409.447	1.198661	0.3291284
409.7845	1.467995	0.5062777
410.1219	1.725569	0.4742973
410.4594	2.079843	-0.3662694
410.7969	1.620225	-0.07521757
411.1343	1.847571	0.6193056
411.4718	2.476802	0.8265049
411.8092	2.892904	0.6683452
412.1466	3.765101	-0.1404885
412.484	3.584715	-0.9756337
412.8214	3.507715	-0.7527182
413.1588	3.381238	-0.04586777
413.4962	3.801131	0.04457355
413.8336	2.219597	-0.05782893
414.1709	2.00995	1.268603
414.5083	1.902679	2.036497
414.8456	2.088657	1.442116
415.1829	1.349332	-1.297676
415.5203	1.168611	-1.522416
415.8576	1.175903	-1.112031
416.1949	1.465188	-0.5238854
416.5321	1.374563	-0.9648531
416.8694	0.8874773	-0.50299
417.2067	0.206255	-0.4019929
417.5439	0.766661	-0.3435513
417.8812	0.598713	-0.07217088
418.2184	0.5249202	-0.1016326
418.5557	0.9545244	0.7109854
418.8929	1.460006	0.6239185
419.2301	1.411333	-0.1156329
419.5673	0.3017637	-0.5972809
419.9045	0.6789465	0.7860701
420.2417	0.8767319	1.633052
420.5788	1.281242	1.334226
420.916	1.574069	0.2014373
421.2531	1.565096	0.1133929
421.5903	0.5291814	0.103966
421.9274	-0.4673605	0.6651912
422.2645	0.4310839	0.3283501
422.6017	0.7742153	0.1487264
422.9388	0.7464213	-0.586919
423.2758	0.5190247	-0.786115
423.6129	0.5919798	-0.4513386
423.95	0.06092642	-0.1069518
424.287	0.6064819	-0.1474767
424.6241	0.5484069	-0.7934564
424.9612	1.170387	0.8340279
425.2982	0.3706224	1.089378
425.6352	0.08586765	0.8539301
425.9722	-0.970255	-0.4310583
426.3092	-0.7528525	0.7246232
426.6462	-0.320667	1.229561
426.9832	-0.1594405	1.666943
427.3201	0.2297084	1.512663
427.6571	0.3675443	1.069171
427.994	0.7855247	1.301403
428.331	0.7204672	0.7478566
428.6679	0.5704493	0.3172926
429.0048	0.3471585	0.08078378
429.3417	0.3119221	0.6007237
429.6786	0.8788691	0.6101724
430.0155	0.1294145	0.6952103
430.3524	0.01517697	0.6229776
430.6893	-0.1692593	0.1706441
431.0261	0.7091669	0.1766087
431.363	0.05480698	0.3076664
431.6998	0.1722022	1.046471
432.0367	-0.7382317	0.7572913
432.3735	0.3339016	0.6141329
432.7103	0.2364544	0.39447
433.0471	0.4227198	0.5127767
433.3839	0.2400376	-0.1843994
433.7206	0.5164026	-0.001820746
434.0574	0.5961672	0.03174343
434.3942	0.4103434	0.5487894
434.7309	-0.246492	1.037784
435.0677	-0.9358087	1.490559
435.4044	-0.6125937	1.315637
435.7411	0.006919716	0.2886909
436.0778	0.292222	0.3887019
436.4145	0.9045716	1.320205
436.7512	0.4016446	1.535357
437.0879	0.02883851	0.8565251
437.4245	-0.4787773	0.9970426
437.7612	0.1954124	2.419598
438.0978	0.7202171	2.008514
438.4345	1.251034	2.06262
438.7711	0.3984038	1.75085
439.1077	0.3022794	2.821065
439.4443	0.1464226	2.497189
439.7809	0.4854471	1.897357
440.1175	0.4828885	1.932434
440.4541	0.8652995	3.141255
440.7906	0.5390638	2.919484
441.1272	-0.02997088	3.010823
441.4637	0.3477011	3.272565
441.8003	0.5199658	3.077362
442.1368	0.9170719	2.208419
442.4733	0.936331	3.196316
442.8098	1.245297	3.713907
443.1463	0.7310756	4.158387
443.4828	0.4421282	4.114477
443.8192	0.7201357	3.72098
444.1557	0.6603819	3.744173
444.4922	0.306816	4.232401
444.8286	0.7128651	4.592937
445.165	1.341314	4.834395
445.5015	0.9286344	5.03708
445.8379	0.9310424	5.564503
446.1743	0.4857265	5.103698
446.5107	0.4491904	5.880441
446.847	0.2634827	6.249007
447.1834	0.9694695	6.301358
447.5198	0.6872687	6.302192
447.8561	1.089797	5.94872
448.1924	1.580821	5.836849
448.5288	1.356407	6.435643
448.8651	0.9546061	7.591614
449.2014	0.878462	7.016445
449.5377	1.077908	5.440942
449.874	0.7943684	5.20414
450.2103	1.368448	5.115016
450.5465	1.591507	5.261903
450.8828	1.835533	5.584048
451.2191	1.137924	5.955798
451.5553	1.327782	6.024479
451.8915	1.560813	6.110418
452.2277	2.248362	6.166103
452.5639	1.042862	6.556834
452.9001	0.5155933	6.342573
453.2363	-0.08127876	5.587317
453.5725	0.7538875	4.82321
453.9086	0.8022513	5.982589
454.2448	0.9462453	5.901123
454.5809	0.4986733	5.154325
454.9171	0.8401664	4.834685
455.2532	1.193425	5.47104
455.5893	0.944822	4.734011
455.9254	0.5569806	4.358543
456.2615	0.6972818	4.263402
456.5976	0.9301042	4.792935
456.9337	1.267799	4.318794
457.2697	1.257829	4.62622
457.6057	0.9319332	3.884536
457.9418	0.4329518	3.901163
